source,target
442194,A0A126GV80
442194,Q96KK4
442867,O14599
442868,O14599
4430,B0I1S9
4430,E9PDF6
4430,O43795
4435,Q99966
4438,O15457
4439,A0A024RCM1
4439,A0A024RCV6
4439,O43196
4440,O43347
445,P00966
445,Q5T6L4
445329,P0DMM9
445329,P0DMN0
445329,Q1ET61
445372,B2RNG4
4481,P21757
4485,P26927
4485,G3XAK1
4485,Q53GN8
4486,Q04912
4486,B4E058
4486,G9JXB8
4494,H3BRY8
4494,P04733
4495,P13640
4507,Q13126
4507,A0A384ME80
4515,P56278
4522,P11586
4544,P49286
4547,P55157
4547,E9PBP6
4547,B7Z7X3
4580,Q13505
4582,P15941
4582,A0A087X0L2
4582,A0A087X2A4
4582,A0A0A0MRB3
4582,A0A0C4DGW3
4582,A0A384NPK6
4582,A6ZIE4
4582,A6ZID6
4582,A6ZID7
4582,A6ZIE6
4582,A5YRU5
4582,A5YRU7
4582,A5YRV0
4582,A5YRV2
4582,Q7Z538
4582,Q7Z551
4582,B6ECB3
4588,Q6W4X9
4589,Q8TAX7
4594,A0A024RD82
4594,P22033
4594,B2R6K1
4604,Q00872
4604,A8KAB1
4604,B3KPP3
4604,Q86TA8
4606,A0A140VJQ0
4606,Q14324
4608,Q13203
4617,P13349
4618,P23409
462,P01008
462,A0A024R944
4621,P11055
4621,Q5GJ67
4622,Q9Y623
4634,A0A024R2Q5
4634,P08590
4640,Q9UBC5
4640,B2R643
4646,Q9UM54
4654,P15172
4660,E1CKY7
4660,O60237
4661,Q01538
4664,B8ZZS2
4664,Q13506
4664,A8K8T1
4664,B4DKG1
4665,Q15742
4670,P52272
4670,Q59ES8
4671,Q13075
4678,P49321
4678,Q5T626
4684,A0A087WWD4
4684,P13591
4685,O15394
4688,A0A0S2Z457
4688,P19878
4689,A0A494BZS1
4689,Q15080
4690,P16333
4690,A0A0S2Z4Y3
4693,Q00604
47,P53396
47,A0A024R1T9
47,A0A024R1Y2
47,Q4LE36
472,Q13315
472,A0A024R3C7
4741,P07197
4741,Q9UK51
4744,P12036
4745,F5H6I3
4745,J3KNC5
4745,Q92832
4745,B3KXR2
4745,K9UUD5
4747,P07196
4750,Q96PY6
4750,Q5JXL9
4751,P51955
4751,F6U4U2
4752,P51956
4752,Q6ZN64
4753,A0A024R0X1
4753,Q99435
4753,B7Z625
4760,A0A0S2Z493
4760,Q13562
4761,Q15784
4763,P21359
4771,A0A024R1D9
4771,A0A024R1F6
4771,A0A024R1I0
4771,A0A024R1J8
4771,A0A024R1J9
4771,P35240
4775,B5B2S0
4775,B5B2S1
4775,Q12968
478,P13637
478,Q53ES0
4791,Q00653
4794,A0A024RD24
4794,O00221
4794,Q7LC14
4794,Q96F31
4798,A0A024R3K9
4798,Q6P4R8
4799,Q12986
4800,A0A024RD22
4800,P23511
4804,P08138
4808,A1PLF1
4808,Q02577
4815,A0A590UJR9
4815,F5H3L1
4815,F8WBZ3
4815,Q9NZG7
4815,B4DJC1
4818,Q16617
482,P14415
4821,O95096
4828,P08949
4836,P30419
4669,A0A140VJE4
4669,P54802
4676,Q99733
4676,A0A024RCC9
4680,P40199
4686,A0A024R179
4686,Q09161
4694,O15239
4694,Q6IBB5
4695,O43678
4700,A0A2Y9D025
4700,P56556
4703,P20929
4703,Q05C45
4703,Q96MF8
4704,Q16795
4705,H7C1Y7
4705,H7C2X4
4705,O95299
4705,A0A7I2V438
4706,O14561
4707,O75438
4708,A4D1T5
4708,O95178
4709,A0A024R413
4709,O43676
4711,A0A087WYD0
4711,O43674
4712,A0A087WZX2
4712,O95139
4719,E5KRK5
4719,P28331
4720,O75306
4720,B7Z792
4722,O75489
4723,E5KNH5
4723,P49821
4726,O75380
4726,Q6IBC4
4729,P19404
473,Q9P2R6
4733,Q9Y295
4734,P46934
474,Q92858
474170,A6NM11
474170,Q5YKG5
474381,P0C5Z0
474382,P0C5Y9
4758,Q99519
4758,Q5JQI0
4772,O95644
4772,F5H4S8
4772,A8K9C6
4772,B4DER8
4778,A8K3E0
4778,Q16621
4779,J9JIE5
4779,Q14494
4779,Q8NF22
4793,G5E9C2
4793,Q15653
4795,A0A0A0MRT5
4795,Q5STV6
4795,Q9UBC1
4795,A8K778
48,P21399
48,V9HWB7
48,Q9HBB2
4801,A0A024RBG7
4801,F8VSL3
4801,P25208
4809,P55769
4809,Q6FHM6
4811,P14543
4824,Q99801
4825,P78426
4826,A0A3B3ITN5
4826,Q16517
483,P54709
4835,P16083
4835,Q5TD07
4835,B3KPX6
4841,A0A0S2Z4Z9
4841,Q15233
4846,P29474
4846,A0S0A6
4850,O95628
4850,A0A024R776
4850,A0A024R781
4850,A0A024R785
4852,A4D158
4852,P01303
4855,Q99466
4855,A0A1U9X983
4856,A0A024R9J4
4856,P48745
4857,P51513
4857,B7Z770
4858,Q9UNW9
4860,P00491
4860,V9HWH6
4863,Q14207
487,O14983
487,Q7Z675
4878,P01160
4879,P16860
4881,P16066
4881,A0A140VJE6
4884,Q15818
4885,P47972
4886,P25929
4887,P49146
489,Q93084
489,A8K9K1
4893,P01111
4893,Q5U091
4899,A0A024R770
4899,A0A024R774
4899,Q16656
490,A0A024RBC7
490,P20020
4900,A0A024R3M7
4900,Q92686
4905,P46459
4905,A0A384MTI6
4908,P20783
491,A0A024R2E4
491,Q01814
491,Q4LE63
4914,P04629
4914,X5DR71
4915,Q16620
4915,A0A024R230
4915,Q548C2
4915,Q5VWE5
4916,Q16288
4916,B7Z7U4
4916,Q96CY4
4916,X5D2R1
4916,X5D7M5
4916,X5DNW6
4916,O95193
492,Q16720
4922,P30990
4922,Q6FH20
4923,P30989
4938,H0YIB8
4938,P00973
4938,A0A7P0Z4N8
4940,Q9Y6K5
4940,A0A7P0T9J0
4946,P54368
4946,J3QQY4
4958,Q99983
4973,P78380
4973,A0A024RAU0
4974,P23515
4978,A8K0Y0
4978,Q14982
4978,B2CZX3
4978,B7ZLQ0
4982,O00300
49860,Q9UBG3
4987,P41146
4987,A0A5F9ZI64
4987,Q8IXB0
4998,Q13415
4998,B7Z8H0
4998,Q96F82
4999,A0A024R411
4999,Q13416
5004,P02763
5005,P19652
501,P49419
5010,O75508
5017,G3V1B0
5017,O14753
5021,P30559
5021,B2R9L7
5023,P51575
5026,Q93086
5027,Q99572
5031,Q15077
5031,A0A024R5I9
5046,P29122
5046,H7BXT3
5046,A2RQD9
5046,Q59H04
50487,Q9NZ20
4843,P35228
4849,O75175
4849,A0A024R4R3
486,P54710
4861,Q99742
4862,A2I2P5
4862,Q99743
4868,O60500
488,P16615
488,A0A0S2Z3L2
4882,P20594
4883,P17342
4883,Q60I31
4883,A8K4A5
4892,A0A0A0MRM2
4892,Q86VF7
4898,G3V1R5
4898,O43847
4898,Q6UUU9
4901,P54845
4902,Q99748
4904,P67809
4907,P21589
4907,Q6NZX3
4917,O00634
4920,Q01974
4927,Q99567
4927,B4DP20
4928,P52948
4929,P43354
4929,F1D8N6
4929,F1DAL2
4929,Q53EL4
4947,O95190
495,A0A384MR29
495,P20648
495,Q658V6
4952,A0A2X0TVZ9
4952,Q01968
4952,Q504W7
4953,P11926
4953,B4DXF8
4956,Q14990
4957,A0A024R8A4
4957,A0A024R8A5
4957,Q5BJF6
4957,B4DUU0
4957,B4DX03
4957,B4DX85
4957,B3KSD5
496,P51164
4967,Q02218
4967,A0A140VJQ5
4967,E9PCR7
4967,B4E3E9
4968,O15527
4968,E5KPM5
4968,E5KPM6
4968,E5KPM7
4968,E5KPM8
4968,E5KPM9
4968,E5KPN0
4968,E5KPN1
498,P25705
498,V9HW26
4985,P41143
49855,Q9BY12
4986,P41145
4986,A0A5F9ZI09
4988,P35372
4988,L0E130
4988,B8K2Q5
4988,G8XRH4
4988,G8XRH5
4990,O95475
4990,Q6P051
4992,O43749
4995,A0A126GVQ3
4995,P47893
5001,A4D0P7
5001,O43913
5001,Q53FC8
5002,E9PRM7
5002,Q96BI1
5003,Q8N1D0
5007,P22059
5009,P00480
5016,Q12889
5016,Q86YN0
5024,P56373
5025,Q99571
5028,P47900
5029,P41231
5032,Q96G91
5036,A0A024RB85
5036,Q9UQ80
5045,P09958
5045,A0A024RC70
5047,A0A024R8D8
5047,A6XNE0
5047,P09466
5047,B4E3C0
5047,B2R4F9
5048,P43034
5048,A0A6Q8PFT2
5048,A0A6Q8PFU3
50489,Q9UJ71
50507,Q9NPH5
50507,B7Z523
50507,B7Z529
50507,B3KQ17
50509,P25940
5051,Q99487
50515,A0A024RBL0
50515,Q9NPF2
5054,P05121
5054,A0A024QYT5
5055,P05120
5058,Q13153
5058,A0A024R5P0
50615,Q9HBE5
50617,A0A024R791
50617,Q9HBG4
50619,Q9H4E7
5062,Q13177
5062,A8K5M4
5063,O75914
5063,B2RCU6
50632,Q9NYX4
50649,Q9NR80
50649,Q9NTG0
5069,Q13219
5069,B4DTA8
5069,Q7Z613
5075,A0A087WXV5
5075,P15863
5079,E7EQT0
5079,E7ERK2
5079,E7ERW5
5079,E7ES87
5079,Q02548
5079,C0KTE5
5079,C0KTF5
5080,A0A1W2PRA8
5080,D1KF47
5080,F1T0F8
5080,P26367
5080,Q66SS1
50804,Q9P2K5
50804,A0A024R5Q6
50805,P78413
50809,Q5SSJ5
5082,Q13371
50852,C9JF66
50852,Q6PIZ9
50855,Q9NPB6
50856,Q9UMR7
50859,A0A0A0MTJ2
50859,Q9BQ16
50859,B4DI52
50861,Q9NZ72
50862,Q8WVD5
50863,Q9P121
50863,B7Z1I4
5087,A1MJ41
5087,P40424
5087,Q53YC7
5087,A8K5V0
5089,A0A024RCR3
5089,P40425
50944,H9KV90
50944,Q9Y566
5098,Q9BR81
5098,Q9UN70
5099,O60245
5100,A0A024QZ94
5100,O95206
5101,B7ZM79
5101,Q5VT82
5101,Q9HC56
5101,X5D7N0
5101,A7E2D9
51015,Q96CN7
51046,O43173
51046,Q59GW3
5105,P35558
51053,O75496
51053,A0A024QZY7
51072,Q9Y316
51072,A8K3Y8
51077,G3V1S4
51077,Q4FZ45
51077,Q9Y324
51077,Q66K47
5108,Q15154
5108,B9EIS5
5108,A2RUU9
51083,P22466
51094,Q96A54
51099,A0A0S2Z5D6
51099,Q8WTS1
51104,Q5VST6
51104,A0A384MEH9
50506,Q9NRD8
5053,P00439
5053,A0A024RBG4
506,P06576
506,V9HW31
50613,A0A140VJZ3
50613,Q9H347
50624,Q86UP6
50626,E9PJD7
50626,Q6ZMK1
50628,I3L2C7
50628,P57678
50628,Q8WUM5
5068,Q06141
5068,Q53S56
50700,K7ELF7
50700,Q9NYR8
50717,Q5TAQ9
50717,B7Z8C9
5073,O95453
5073,A0A494C0Q2
5073,A0A494C1K5
5073,B3KN69
5074,Q96IZ0
5076,Q02962
5076,Q5SZP1
5077,P23760
5078,A0A1W2PPX4
5081,P23759
50814,A0A384NPZ7
50814,Q15738
5083,P55771
5083,Q2L4T1
50831,Q9NYW6
50832,Q9NYW5
50833,Q9NYV7
50834,Q9NYW7
50834,Q502V6
50835,Q9NYW1
50836,Q9NYW2
50837,Q9NYW3
50838,Q9NYV9
50848,Q6FIB4
50848,Q9Y624
509,P36542
509,B4DL14
509,Q8TAS0
5091,A0A024R5C5
5091,P11498
5094,Q15366
5094,A0A384N6B9
50943,B7ZLG1
50943,Q9BZS1
5095,P05165
5096,P05166
51,Q15067
51002,Q9Y3C4
51003,Q9Y3C7
51004,A0A0D9SFJ1
51004,Q9Y2Z9
51005,Q9Y303
51005,A0A3B3IU33
51011,A0A024RE24
51011,Q96GK7
51016,H0YNH6
51016,Q9Y3B6
51018,Q9Y3B9
51019,F5GWI9
51019,F5GZ97
51019,Q9Y3C0
51020,A0A140VJK7
51020,Q7Z4H3
51022,Q9NS18
51023,D6RCM2
51023,D6RE70
51023,Q9Y3D5
51025,Q9Y3D7
51026,Q9Y3E0
51029,A0A024R5P6
51029,A0A024R5P9
51029,Q9BSY9
51032,P08218
51032,Q6ISP9
5104,A0A024R6N9
5104,P05154
5104,B4DDH1
51050,O43692
5106,A0A384MTT2
5106,Q16822
51066,A0A024R2D2
51066,Q9Y2M2
51070,A0A075B6F9
51070,Q9Y314
51076,Q9NTM9
51081,Q9Y2R9
51081,A0A024R8L0
51084,Q9Y2S2
51084,V9HWG2
51085,Q9NP71
51086,Q59H18
51087,A0A384MDP4
51087,Q9Y2T7
51092,Q8NBJ9
51096,Q9Y5J1
51097,A0A384NPM7
51097,Q8NBX0
51098,Q9Y366
5110,P22061
5110,A0A0A0MRJ6
5110,A0A3F2YNX8
5110,F6S8N6
5110,B7Z972
51100,A0A087WW40
51100,A0A140VJU5
51100,Q9Y371
51103,A0A024R9L0
51103,Q9Y375
51105,A0A0A0MQS0
51105,A8MW92
51105,A0A0A8K9A6
51105,Q9H8G4
5111,P12004
51125,Q7Z5G4
51135,Q9NWZ3
51135,Q69FE3
51135,B4E359
51135,B2RAP9
51136,Q5M7Z0
51167,Q7L1T6
51176,Q9UJU2
51176,Q659G9
51179,Q9NYQ3
51182,Q0VDF9
51182,B0YIZ1
51182,Q8TAQ0
51185,Q96SW2
51203,Q9BXS6
5122,P29120
51237,Q8WU39
5125,Q92824
5126,P16519
51267,E7ESV9
51267,E9PFB4
51267,Q8NC01
51267,B4DV89
51267,B3KRP6
5127,Q00536
5127,A0A024R183
5127,A0A140VK97
5127,Q9BRL4
51274,P57682
51286,Q8N111
5129,Q07002
5129,A0A024R980
5129,A0A024R996
5129,Q59G02
51296,Q8IY34
51296,A0A7P0T8H0
51320,Q5U5Q3
51326,A0A087WVX3
51326,A0A087WY76
51326,A8K0M5
51326,I3L1V5
51326,I3L3L1
51326,Q8IVW1
51332,Q9NRC6
51334,Q569H4
5134,A0A087WYJ3
5134,Q16342
51348,Q9NZS2
51362,O60508
5137,Q14123
5137,A0A0A0MS69
51377,Q9Y5K5
5138,O00408
5138,Q8IW54
51385,Q86UQ0
5139,Q14432
51108,Q9H1A3
51109,A0A0S2Z583
51109,Q8TC12
51112,Q8WVT3
51112,A0A0J9YXQ9
51118,Q9Y3A2
51121,Q9UNX3
51123,Q9Y5V0
51134,F8VYN8
51134,Q9Y592
51134,Q3B787
51142,Q9Y6H1
51146,Q9UNA3
51151,A0A076YIB8
51151,D6RGY6
51151,Q9UMX9
51151,A0A076YGN1
51155,Q9UK76
51156,A0A024R6I6
51156,G3V2W1
51156,Q9UK55
5116,O95613
51162,A0A024R8F5
51162,Q9UHF1
51168,Q9UKN7
51174,Q9UJT1
51181,Q7Z4W1
51181,A0A384NY14
51184,Q9UHW5
51191,Q9UII4
51191,B4DXV3
51195,F5H2D5
51195,Q9UHV5
51195,B4DGK9
51204,Q9BSH4
51207,Q6B8I1
51207,Q9UII6
51208,P56856
51213,Q9P127
51218,A0A384MDT9
51218,Q86SX6
51224,Q8IYF1
51228,A0A024RBI7
51228,Q9NZD2
51230,Q9BVI0
51231,Q8IV63
51231,A0A024QZI4
51232,Q9NZV1
51236,Q9BTY7
51236,Q96BK8
51265,Q8IVW4
51265,B4DX41
51266,Q9P126
51268,Q9P0Z9
51270,Q5H9I0
51272,A0A0C4DH16
51272,Q9NYM9
51276,A0A024R0L0
51276,Q7Z3V5
51276,A8K5U8
51279,F5GWF3
51279,F5H7C8
51279,Q9NZP8
51279,Q6P672
51281,B5MBY4
51281,J3KPY5
51281,J3KQ21
51281,Q6GPI0
51281,Q9P2S6
51293,Q9NPF0
51295,Q9BQ95
51297,Q9NP55
51298,Q9P2T0
513,P30049
5130,P49585
5130,B4E322
51302,A0A087WTD2
51302,Q9NYL5
51302,B7Z786
51303,E9PAR0
51303,Q9NYL4
51304,F8W6M3
51304,Q9NYG2
51307,Q9NYF3
51311,Q9NR97
51312,Q9NYZ2
51312,Q71JB2
51314,Q8N427
51321,Q86W34
51327,Q549J4
51327,Q9NZD4
51337,Q8WUY1
51338,Q96JQ5
51338,A0A384MDW1
51338,Q4JF27
51341,O95365
51343,Q9UM11
51350,Q01546
51351,Q03924
5136,P54750
5136,B7Z226
5136,B7Z7A2
5136,Q9Y633
51361,Q9UJC3
51364,O75800
51365,G5E9W0
51365,Q53H76
51366,O95071
51368,Q9Y6I9
51368,A0A087WTU3
51371,Q9Y244
51373,Q9Y2R5
51380,A0A024RAX7
51380,Q9Y600
51380,Q96JQ3
51380,Q86V02
51384,E9PH60
51384,Q9UBV4
51393,Q9Y5S1
51399,E9PKS9
51399,E9PQE8
51399,J3KP27
51399,Q9Y296
51399,B4DF86
51411,Q9UBW5
51412,O94805
51422,Q9UGJ0
51422,A0A090N8Q6
51422,A0A384MDZ2
51422,A0A494C068
51422,A0A494C1K7
51422,E9PGP6
51422,B7Z6X8
51427,Q8WVL4
51427,A0A024R5Y9
51427,A0A087WYK5
51427,A0A0B4J2G0
51427,Q9UII5
51433,F5H0F9
51433,Q9UJX4
51433,B4DFK4
51440,B4DGW9
51440,Q9UM19
51444,A0A140VJT9
51444,Q8WVD3
51458,Q9UBD6
5151,O60658
5151,A0A024RC53
51512,Q9NYZ3
51514,Q9NZJ0
51514,B4E0E6
51555,Q8IYB4
51560,Q9NRW1
51564,Q8WUI4
5158,P35913
5158,B4DHV7
51592,Q9UPN9
51592,B3KN30
51603,C4B4C6
51603,Q8N6R0
51616,Q9HBM6
51617,Q9Y328
51621,Q9Y2Y9
51621,X5DNR2
51631,Q9Y383
5165,Q15120
51659,Q9Y248
51691,A4D0W0
51691,O95777
51700,Q6BCY4
51700,A8K237
51704,Q9NZH0
51704,A0A024QYX2
51704,B7Z831
51706,Q9UHQ9
51725,Q9UH90
5140,Q13370
5140,A7E2E5
51406,A0A024QZW2
51406,Q9UMY1
51409,A0A140VK98
51409,Q9Y5R4
51409,B2RA37
5141,P27815
5143,Q08493
5143,Q32MM7
5143,O43849
5143,Q7KYS4
5143,P78505
51438,Q9UBF1
5144,Q08499
5144,A0A140VJR0
51442,Q99990
51451,Q9UIC8
51454,Q9UBP9
51460,Q9UHJ3
51460,A0A024R338
51463,B7ZAQ6
51463,P0CG08
51463,X5D7G6
51471,Q9UHF3
51477,A0A140VK73
51477,Q9NPH2
5148,P18545
51480,Q9H322
51481,Q9NNX9
5149,Q13956
51491,A0A0C4DGU5
51491,Q9Y3C1
51499,O43715
515,P24539
515,Q08ET0
51506,Q9Y3C8
51510,Q9NZZ3
5152,O76083
5152,A0A0S2Z475
5152,A0A0S2Z4A3
5152,A0A0S2Z4T6
51526,Q9NX31
51533,A0A024R336
51533,Q9BWX1
51533,A8K856
51540,A0A0A0MQU4
51540,Q96I15
51540,B4DDP9
51540,Q59FK2
51542,Q9P1Q0
51548,Q8N6T7
51548,M0QXA0
51548,M0R1N9
51548,B4DDV3
51550,A0A024R6M9
51550,Q9BW66
51557,Q5TDP6
51561,Q9NPF7
51562,Q9NS73
51562,B2RCV0
51567,O95551
51567,A0A384MDM5
51571,A0A024R9G4
51571,Q9NUQ9
51582,A0A024R9C7
51582,O14977
51582,B3KTF6
51588,Q8N2W9
51588,B3KMR4
51593,Q9BXP5
51594,A2RRP1
51594,G1UI26
51596,O60888
516,P05496
516,Q6FIH7
5160,A0A024RBX9
5160,P08559
5161,P29803
51611,Q9H2P9
51611,B3KWP1
51619,A0A024RA90
51619,Q9Y2X8
51619,Q9UQL0
5162,P11177
5162,A0A384MDR8
5163,Q15118
5163,B7Z7N6
51635,Q9Y394
51637,Q549M8
51637,Q9Y224
51650,A4D1T3
51650,Q9Y291
51650,Q3KRB4
51657,A0A024R4L1
51657,Q9Y6J8
51657,Q7Z3H6
5166,Q16654
5166,A4D1H4
51666,Q9Y574
51668,Q9Y547
5167,P22413
51678,A0A024RA25
51678,B8ZZG1
51678,Q9NZW5
51686,A0A0G2JH29
51686,H0Y7Y4
51686,Q9UMX2
51693,A0A0B4J294
51693,H3BQQ8
51693,H3BUK6
51693,Q9UL33
517,Q06055
51701,Q9UBE8
51701,A0A024QZ12
51702,Q9ULW8
51715,A0A024RD41
51715,Q9ULC3
51719,A0A024R496
51719,Q9Y376
5172,O43511
51720,A0A024R7R0
51720,Q96RL1
5173,P01213
51733,A0A024R1H3
51733,Q9UBR1
51733,B3KNC1
5174,Q5T2W1
51744,Q9BZW8
51752,Q9NZ08
51755,Q9NYV4
51761,Q9NTI2
51761,A0A804HI09
51761,A0A804HKW9
51761,B7Z880
51761,Q6ZU25
51762,Q92930
51764,Q9P2W3
51778,Q9NPC6
5179,A0A024R7V4
5179,P01210
51807,Q9NY65
51809,Q86SF2
5188,O75879
5196,P02776
5199,A0A0S2Z4I5
5199,P27918
5202,Q9UHV9
5202,B1AQP2
5218,O94921
5218,E7EUK8
5218,B4DK59
5224,P15259
5244,P21439
5266,P19957
5274,A0A0S2Z455
5274,Q99574
5275,A0A0A0MQW3
5275,Q9UIV8
5275,B7Z447
528,A0A024R9I0
528,P21283
5290,P42336
5290,Q4LE51
5293,O00329
5293,A0A2K8FKV1
5294,P48736
5294,A0A024R720
5294,A8K9G9
5305,P48426
5310,P98161
5316,E7EPN6
5316,P55347
5316,Q96I87
5316,B4DGV5
5316,Q6PKH2
5322,P39877
5329,Q03405
5329,M0R1I2
5330,Q00722
5330,Q9BVT6
5330,Q59F77
5332,Q15147
5332,A0A7P0MRI8
53335,D9YZV9
53335,D9YZW0
53335,Q9H165
51729,A0A024RAW9
51729,Q9Y2W2
51734,Q9NZV6
51751,Q9P298
51754,A6NDV4
51759,Q9NZ63
51763,Q9BT40
51763,B7Z4V9
51780,Q7LBC6
51805,Q9NZJ6
51806,Q9NZT1
51806,Q53H37
5184,P12955
5184,A0A140VJR2
5187,O15534
5191,O00628
5191,Q6FGN1
5191,A0A7I2V2J8
5192,A0A024R068
5192,A0A024R0A4
5192,O60683
5194,Q92968
5195,O75381
52,P24666
52,A0A140VK37
52,Q59EH3
5207,P16118
5207,I1Z9G4
521,P56385
5210,Q16877
5210,Q66S35
5210,B7Z5C3
5210,Q5XLC3
5213,P08237
5213,A0A024R0Y5
5213,A0A2R8Y891
5222,P0DJD9
5225,P20142
5226,P52209
5226,B4E2U0
5228,P49763
5228,G3XA84
5228,Q53XY6
5228,Q86TW6
5230,P00558
5230,V9HWF4
5232,A0A140VJR3
5232,P07205
5236,P36871
5236,B4DDQ8
5236,B7Z6C2
5238,J3KN95
5238,O95394
5241,P06401
5243,P08183
5243,A4D1D2
5245,P35232
5245,A8K401
5245,Q53FV0
525,P15313
5250,Q00325
5250,A0A024RBE8
5250,A0A024RBH9
5250,Q6MZF9
5252,A0A1U9X8A3
5252,O43189
5252,A0A140VJR4
5255,P46020
5256,P46019
5257,Q93100
5260,Q16816
5260,A0A024RDL4
5260,B7Z6U2
5261,P15735
5264,O14832
5265,E9KL23
5265,P01009
5267,A0A024R6I9
5267,P29622
5268,A0A024R2B6
5268,P36952
5270,A0A024R451
5270,A0A024R498
5270,P07093
5271,A0A024R2B1
5271,A0A1B0GU38
5271,P50452
5272,A0A024QZT4
5272,P50453
5273,P48595
5273,B2RC45
5276,O75830
5276,B4DDY9
5277,A0A2K4ZA02
5277,P37287
5281,Q07326
5281,Q6IB04
5283,Q14442
5284,P01833
5288,O75747
5288,F5H369
5288,B7ZLY6
5292,P11309
5292,A0A024RD25
53,B7Z7D2
53,E9PHY0
53,E9PQY3
53,P11117
53,B7Z4Z2
53,B7Z552
53,B7Z6L8
53,B7Z6T8
53,B7Z8T9
5304,P12273
5307,P78337
5307,X5D9A5
5308,Q99697
5313,P30613
5317,Q13835
5317,A0A024R952
5318,Q99959
5319,P04054
5324,A0A024R7Z0
5324,Q6DJT9
5326,Q9UPG8
5328,P00749
5328,A0A024QZM9
5328,B4DNJ4
5328,Q59GZ8
5333,P51178
5333,A0A384MR47
5333,A8K8F9
53339,A0A024R224
53339,Q9H0C5
53340,A0A172Q397
53340,Q15506
53353,Q9NZR2
53358,Q92529
534,O95670
534,Q6NVJ2
5341,P08567
5346,O60240
5350,P26678
5350,Q5R352
5354,A0A0S2Z4D4
5354,A8K9L3
5354,P60201
5354,B4DI30
53616,H7C3I4
53616,Q9P0K1
53616,Q08AL8
53637,Q9H228
5365,Q9ULL4
5365,A8K920
5368,Q13519
5375,P02689
5375,E5RH45
53822,P58549
53829,Q9BPV8
53919,Q9NYB5
54039,P57721
54112,Q9GZN0
5413,Q99719
5413,X5DNA9
5414,O43236
54149,Q9NYK6
54149,Q68DA1
54207,P57789
54209,Q5TCX1
54209,Q9NZC2
54212,A0A024R7Y0
54212,A0A2R8Y5T2
54212,A0A2R8Y631
54212,Q9NSN8
54212,B2RA84
5422,P09884
5422,A6NMQ1
5423,P06746
5423,B7Z1W5
54332,Q8TB36
54360,Q9NRR1
54438,Q9NXC2
54438,S4R302
54440,O75995
54462,Q9H7U1
54474,P35900
54476,Q9NWF9
54476,A8K8N1
53346,Q6P4D7
53346,Q9BZW5
53347,P57075
5335,P19174
5335,Q4LE43
5335,Q9UFY1
5337,Q13393
5337,Q59EA4
53371,Q7Z3B4
5338,O14939
5339,Q15149
5340,P00747
5340,Q5TEH5
53405,Q53G01
53405,Q9NZA1
53405,Q49AE1
53407,Q9P2W9
5342,Q02325
5343,Q02325
5345,P08697
5347,P53350
5362,O75051
53630,Q9HAY6
53635,A0A0C4DGR2
53635,Q86YD1
5366,A0A0S2Z490
5366,Q13794
5367,P20382
5371,P29590
5378,B7ZAA0
5378,E9PC40
5378,P54277
5378,Q3BDU3
5378,Q5XG96
5378,B4DIH7
5378,I6L9H5
53820,P57055
53832,Q9UHF4
53836,Q9BY21
53840,Q9BYJ4
53841,Q9HBB8
53841,B4DV98
53841,Q58EZ6
53842,Q8N7P3
53905,Q9NRD9
5393,Q06265
5393,B4DXG8
53942,O94779
53944,Q9HCP0
53944,A0A024R5W3
53944,Q8IXA3
53944,U3KQB3
5396,P54821
54,A0A024R7F8
54,P13686
540,A0A024RDX3
540,B7ZLR4
540,E7ET55
540,P35670
540,A0A669KB88
540,B7ZLR3
54014,Q9NSI6
54020,P57057
5406,P16233
54069,Q9NYP9
5407,P54315
5408,P54317
5409,P11086
5409,A8MT87
54093,A8MTS1
54093,Q9NVD3
54101,Q96T11
54101,Q9H4D1
54148,Q9NYK5
541578,Q5HY62
541578,Q96DE9
54187,Q9NR45
5420,O00592
5420,Q96N83
54205,P99999
54205,G4XXL9
54210,Q9NP99
54210,K7EKM5
54210,Q38L15
54221,Q9NY99
5424,P28340
5424,A0A024R4F4
5424,A0A087WYJ2
5424,M0R2B7
5424,Q308M6
5424,Q59FA0
5426,Q07864
5427,P56282
542767,Q58A44
5428,P54098
5428,E5KNU5
5429,Q9Y253
5429,A0A024RD62
5429,B4DG64
5429,B3KN75
5430,P24928
5431,C9J2Y9
5431,P30876
5431,B4DH29
5431,B4DHJ3
5432,P19387
5432,Q6FGR6
5433,O15514
54346,Q86WB7
54361,P56705
54363,Q9UJM8
54363,A8K058
5438,P36954
5439,P52435
5442,O00411
5442,Q4G0F4
5443,P01189
54432,Q9Y548
5444,P27169
54442,Q9NXV2
54454,Q9ULI0
54454,B3KWS5
54457,Q5H9L4
54458,A0A024RB45
54458,Q9NZ81
5446,Q15166
54465,Q9NY74
54469,Q6FIF0
5447,P16435
54471,A0A024R1L3
54471,B0QY95
54471,Q9NQG6
54471,Q9H0J7
54472,E9PNS3
54472,F2Z2Y8
54472,Q6FIE9
54472,Q9H0E2
54472,B3KR28
54472,Q8N8J5
54475,Q9NVX2
54478,A0A0S2Z5C7
54478,A0A0S2Z5F0
54478,Q9BSJ6
54482,Q9NUP7
5449,P28069
54490,Q9BY64
54498,Q9NWM0
5453,Q03052
5454,P20265
54550,Q7Z6G3
5456,A0A2R8Y739
5456,P49335
5457,Q01851
5458,Q12837
54596,Q5T7N2
54629,Q8NBR6
5463,A0A1C7CYV8
5463,Q14863
5463,B3KT91
547,Q12756
547,A0A3B3IT28
